data,vendas,loja,regiao
8/28/2025,404.52,TK ELEVADORES CHILE S.A.,CHILE
8/28/2025,975.68,TK ELEVADORES CHILE S.A.,CHILE
8/28/2025,169.47,TK ELEVADORES CENTROAMERICA S.A,CENTROAMERICA
8/28/2025,5783.64,TK ELEVADORES CENTROAMERICA S.A,CENTROAMERICA
8/28/2025,83.81,TK ELEVADORES CENTROAMERICA S.A,CENTROAMERICA
8/28/2025,87.02,TK ELEVADORES PERU S.A.C.,PERU
8/28/2025,106.45,TK ELEVADORES PERU S.A.C.,PERU
8/28/2025,393.69,THYSSENKRUPP ELEVADORES S.A.,SOUTH AMERICA
8/28/2025,4488.62,THYSSENKRUPP ELEVADORES S.A.,SOUTH AMERICA
8/28/2025,4557.9,TK ELEVADORES PERU S.A.C.,PERU
8/28/2025,286.26,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
8/28/2025,162.4,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
8/28/2025,16.76,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
8/28/2025,21.77,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
8/28/2025,1507.38,TK ELEVADORES CHILE S.A.,CHILE
8/28/2025,16.71,TK ELEVADORES CHILE S.A.,CHILE
8/28/2025,346.02,TK ELEVADORES CHILE S.A.,CHILE
8/28/2025,12.41,TK ELEVADORES CHILE S.A.,CHILE
8/28/2025,12.84,TK ELEVADORES CHILE S.A.,CHILE
8/28/2025,24.49,TK ELEVADORES CHILE S.A.,CHILE
8/28/2025,16,TK ELEVADORES CHILE S.A.,CHILE
8/28/2025,12.63,TK ELEVADORES CHILE S.A.,CHILE
8/28/2025,451.27,TK ELEVADORES PANAMA S.A.,PANAMA S.A
8/27/2025,163.94,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
8/27/2025,1512.95,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
8/27/2025,132.82,TK ELEVADORES MEXICO S.A. DE C.V.,MEXICO
8/27/2025,77557.53,TK ELEVADORES CHILE S.A.,CHILE
8/27/2025,1694.29,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
8/27/2025,998.59,TK ELEVADORES COLOMBIA S.A.,COLOMBIA
8/27/2025,53.56,TK ELEVADORES COLOMBIA S.A.,COLOMBIA
8/27/2025,854.49,TK ELEVADORES COLOMBIA S.A.,COLOMBIA
8/27/2025,2452.12,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
8/27/2025,168.82,TK ELEVADORES PANAMA S.A.,PANAMA S.A
8/27/2025,302.29,TK ELEVADORES PANAMA S.A.,PANAMA S.A
8/27/2025,109.89,TK ELEVADORES PANAMA S.A.,PANAMA S.A
8/27/2025,1,TK ELEVADORES PANAMA S.A.,PANAMA S.A
8/27/2025,757.88,TK ELEVADORES PERU S.A.C.,PERU
8/27/2025,79.26,TK ELEVADORES PANAMA S.A.,PANAMA S.A
8/27/2025,29.27,TK ELEVADORES PANAMA S.A.,PANAMA S.A
8/27/2025,589.83,TK ELEVADORES CHILE S.A.,CHILE
8/26/2025,159.36,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
8/26/2025,27.52,TK ELEVADORES COLOMBIA S.A.,COLOMBIA
8/26/2025,403.88,TK ELEVADORES COLOMBIA S.A.,COLOMBIA
8/26/2025,1779.53,TK ELEVADORES URUGUAY SRL,URUGUAY
8/26/2025,362.71,TK ELEVADORES CENTROAMERICA S.A,CENTROAMERICA
8/26/2025,796.05,TK ELEVADORES CENTROAMERICA S.A,CENTROAMERICA
8/26/2025,642.7,TK ELEVADORES CENTROAMERICA S.A,CENTROAMERICA
8/26/2025,95.71,TK ELEVADORES CENTROAMERICA S.A,CENTROAMERICA
8/26/2025,108.61,TK ELEVADORES CENTROAMERICA S.A,CENTROAMERICA
8/26/2025,174.53,TK ELEVADORES CENTROAMERICA S.A,CENTROAMERICA
8/26/2025,3155,TK ELEVADORES CENTROAMERICA S.A,CENTROAMERICA
8/26/2025,904.66,TK ELEVADORES CENTROAMERICA S.A,CENTROAMERICA
8/26/2025,854.77,TK ELEVADORES CENTROAMERICA S.A,CENTROAMERICA
8/26/2025,681.43,TK ELEVADORES PERU S.A.C.,PERU
8/26/2025,1174.85,TK ELEVADORES PERU S.A.C.,PERU
8/26/2025,681.43,TK ELEVADORES PERU S.A.C.,PERU
8/26/2025,3761.97,TK ELEVADORES PERU S.A.C.,PERU
8/26/2025,4367.3,TK ELEVADORES PERU S.A.C.,PERU
8/26/2025,3036.66,TK ELEVADORES PERU S.A.C.,PERU
8/26/2025,5043.31,TK ELEVADORES PERU S.A.C.,PERU
8/26/2025,186.07,TK ELEVADORES PERU S.A.C.,PERU
8/26/2025,661.99,TK ELEVADORES PERU S.A.C.,PERU
8/25/2025,81928.32,TK ELEVADORES URUGUAY SRL,URUGUAY
8/25/2025,5176.68,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
8/25/2025,98.44,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
8/25/2025,142.71,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
8/25/2025,31.44,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
8/25/2025,643.28,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
8/25/2025,1001.25,TK ELEVADORES CENTROAMERICA S.A,CENTROAMERICA
8/25/2025,179.31,TK ELEVADORES PANAMA S.A.,PANAMA S.A
8/25/2025,121.82,TK ELEVADORES PANAMA S.A.,PANAMA S.A
8/25/2025,85.66,TK ELEVADORES PANAMA S.A.,PANAMA S.A
8/25/2025,192.74,TK ELEVADORES PANAMA S.A.,PANAMA S.A
8/25/2025,164.79,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
8/25/2025,6191,TK ELEVADORES CENTROAMERICA S.A.,CENTROAMERICA
8/25/2025,988.41,TK ELEVADORES CENTROAMERICA S.A.,CENTROAMERICA
8/25/2025,25.51,TK ELEVADORES CENTROAMERICA S.A.,CENTROAMERICA
8/25/2025,15421.42,TK ELEVADORES COLOMBIA S.A.,COLOMBIA
8/25/2025,6332131,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
8/25/2025,193.72,TK ELEVADORES MEXICO S.A. DE C.V.,MEXICO
8/25/2025,71.41,TK ELEVADORES CENTROAMERICA S.A.,CENTROAMERICA
8/25/2025,77.61,TK ELEVADORES CENTROAMERICA S.A.,CENTROAMERICA
8/25/2025,1088.97,TK ELEVADORES CENTROAMERICA S.A.,CENTROAMERICA
8/25/2025,52.86,TK ELEVADORES PERU S.A.C.,PERU
8/25/2025,28.93,TK ELEVADORES PERU S.A.C.,PERU
8/25/2025,5125,TK ELEVADORES PERU S.A.C.,PERU
8/25/2025,65.26,TK ELEVADORES PERU S.A.C.,PERU
8/25/2025,2211,TK ELEVADORES URUGUAY SRL,URUGUAY
8/25/2025,1001.79,TK ELEVADORES URUGUAY SRL,URUGUAY
8/25/2025,235.44,TK ELEVADORES URUGUAY SRL,URUGUAY
8/25/2025,3048.88,TK ELEVADORES URUGUAY SRL,URUGUAY
8/25/2025,2321.58,TK ELEVADORES URUGUAY SRL,URUGUAY
8/25/2025,61.02,TK ELEVADORES URUGUAY SRL,URUGUAY
8/25/2025,1578.39,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
8/25/2025,198125,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
8/25/2025,1317.88,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
8/25/2025,54.98,TK ELEVADORES COLOMBIA S.A.,COLOMBIA
8/22/2025,2604.15,TK ELEVADORES CENTROAMERICA S.A,CENTROAMERICA
8/22/2025,3551.92,TK ELEVADORES CENTROAMERICA S.A.,CENTROAMERICA
8/22/2025,775.4,TK ELEVADORES CENTROAMERICA S.A.,CENTROAMERICA
8/22/2025,416.98,TK ELEVADORES COLOMBIA S.A.,COLOMBIA
8/22/2025,327179,TK ELEVADORES COLOMBIA S.A.,COLOMBIA
8/22/2025,64.03,TK ELEVADORES COLOMBIA S.A.,COLOMBIA
8/22/2025,559.51,TK ELEVADORES COLOMBIA S.A.,COLOMBIA
8/22/2025,5195.15,TK ELEVADORES COLOMBIA S.A.,COLOMBIA
8/22/2025,2172,TK ELEVADORES CENTROAMERICA S.A,CENTROAMERICA
8/22/2025,2183,TK ELEVADORES CENTROAMERICA S.A,CENTROAMERICA
8/22/2025,42.76,TK ELEVADORES CENTROAMERICA S.A,CENTROAMERICA
8/22/2025,445.54,TK ELEVADORES CHILE S.A.,CHILE
8/22/2025,6136,TK ELEVADORES CHILE S.A.,CHILE
8/22/2025,15.73,TK ELEVADORES CHILE S.A.,CHILE
8/22/2025,128.56,TK ELEVADORES CHILE S.A.,CHILE
8/22/2025,10505.43,TK ELEVADORES CHILE S.A.,CHILE
8/22/2025,223.67,TK ELEVADORES PANAMA S.A.,PANAMA S.A
8/22/2025,1741.52,TK Elevator Shanghai Co. Ltd,SHANGHAI
8/22/2025,623.96,TK Elevator Shanghai Co. Ltd,SHANGHAI
8/22/2025,1185.1,TK Elevator Shanghai Co. Ltd,SHANGHAI
8/22/2025,689.59,TK Elevator Shanghai Co. Ltd,SHANGHAI
8/22/2025,562.83,TK Elevator Shanghai Co. Ltd,SHANGHAI
8/22/2025,126.76,TK Elevator Shanghai Co. Ltd,SHANGHAI
8/22/2025,163.21,TK Elevator Shanghai Co. Ltd,SHANGHAI
8/22/2025,99.4,TK Elevator Shanghai Co. Ltd,SHANGHAI
8/22/2025,56.2,TK Elevator Shanghai Co. Ltd,SHANGHAI
8/22/2025,101.04,TK Elevator Shanghai Co. Ltd,SHANGHAI
8/22/2025,383.99,TK Elevator Shanghai Co. Ltd,SHANGHAI
8/22/2025,4218.83,TK ELEVADORES PERU S.A.C.,PERU
8/22/2025,3073.32,TK ELEVADORES PERU S.A.C.,PERU
8/22/2025,1586,TK ELEVADORES PERU S.A.C.,PERU
8/22/2025,635.39,TK ELEVADORES PERU S.A.C.,PERU
8/22/2025,322.08,TK ELEVADORES PERU S.A.C.,PERU
8/22/2025,54122,TK ELEVADORES COLOMBIA S.A.,COLOMBIA
8/22/2025,193.3,TK ELEVADORES COLOMBIA S.A.,COLOMBIA
8/22/2025,96.38,TK ELEVADORES CENTROAMERICA S.A,CENTROAMERICA
8/22/2025,147.75,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
8/22/2025,77.41,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
8/22/2025,283.65,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
8/22/2025,317,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
8/22/2025,39.69,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
8/22/2025,24.07,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
8/22/2025,732.48,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
8/22/2025,79131,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
8/22/2025,1545.98,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
8/22/2025,53.4,TK ELEVADORES CHILE S.A.,CHILE
8/21/2025,192.21,TK ELEVADORES CENTROAMERICA S.A,CENTROAMERICA
8/21/2025,129.05,TK ELEVADORES CENTROAMERICA S.A,CENTROAMERICA
8/21/2025,152.51,TK ELEVADORES CENTROAMERICA S.A,CENTROAMERICA
8/21/2025,769.37,TK ELEVADORES CENTROAMERICA S.A,CENTROAMERICA
8/21/2025,68.75,TK ELEVADORES CENTROAMERICA S.A,CENTROAMERICA
8/21/2025,1279.64,REGIONAL ELEVATOR SAINT LUCIA,SAINT LUCIA
8/21/2025,639.82,REGIONAL ELEVATOR SAINT LUCIA,SAINT LUCIA
8/21/2025,1689.59,TK ELEVADORES MEXICO S.A. DE C.V.,MEXICO
8/21/2025,5314,TK ELEVADORES MEXICO S.A. DE C.V.,MEXICO
8/21/2025,1689.59,TK ELEVADORES MEXICO S.A. DE C.V.,MEXICO
8/21/2025,10316,TK ELEVADORES MEXICO S.A. DE C.V.,MEXICO
8/21/2025,1843.19,TK ELEVADORES MEXICO S.A. DE C.V.,MEXICO
8/21/2025,10316,TK ELEVADORES MEXICO S.A. DE C.V.,MEXICO
8/21/2025,76.61,TK ELEVADORES MEXICO S.A. DE C.V.,MEXICO
8/21/2025,13605.8,TK ELEVADORES MEXICO S.A. DE C.V.,MEXICO
8/21/2025,5314,TK ELEVADORES MEXICO S.A. DE C.V.,MEXICO
8/20/2025,61.28,TK ELEVADORES CENTROAMERICA S.A.,CENTROAMERICA
8/20/2025,57.01,TK ELEVADORES CENTROAMERICA S.A.,CENTROAMERICA
8/20/2025,1597.97,TK ELEVADORES CENTROAMERICA S.A,CENTROAMERICA
8/20/2025,21174,TK ELEVADORES CENTROAMERICA S.A,CENTROAMERICA
8/20/2025,535.06,TK ELEVADORES CENTROAMERICA S.A,CENTROAMERICA
8/20/2025,274.75,TK ELEVADORES CENTROAMERICA S.A,CENTROAMERICA
8/20/2025,862.34,TK ELEVADORES CENTROAMERICA S.A,CENTROAMERICA
8/20/2025,109.64,TK ELEVADORES CENTROAMERICA S.A,CENTROAMERICA
8/20/2025,206.8,TK ELEVADORES CENTROAMERICA S.A,CENTROAMERICA
8/20/2025,275.74,TK ELEVADORES CENTROAMERICA S.A,CENTROAMERICA
8/20/2025,802.71,TK ELEVADORES CENTROAMERICA S.A,CENTROAMERICA
8/20/2025,385.38,TK ELEVADORES CENTROAMERICA S.A,CENTROAMERICA
8/20/2025,15134,TK ELEVADORES CENTROAMERICA S.A,CENTROAMERICA
8/20/2025,24161,TK ELEVADORES CENTROAMERICA S.A,CENTROAMERICA
8/20/2025,897.24,TK ELEVADORES CENTROAMERICA S.A,CENTROAMERICA
8/20/2025,421.16,TK ELEVADORES CENTROAMERICA S.A,CENTROAMERICA
8/20/2025,636.39,TK ELEVADORES PERU S.A.C.,PERU
8/20/2025,422.58,TK ELEVADORES PERU S.A.C.,PERU
8/20/2025,64176,TK ELEVADORES PERU S.A.C.,PERU
8/20/2025,58.32,TK ELEVADORES PERU S.A.C.,PERU
8/20/2025,35.67,TK ELEVADORES PERU S.A.C.,PERU
8/20/2025,1434.61,TK ELEVADORES PERU S.A.C.,PERU
8/20/2025,43.88,TK ELEVADORES PERU S.A.C.,PERU
8/20/2025,155,TK ELEVADORES PERU S.A.C.,PERU
8/20/2025,2.3,TK ELEVADORES PERU S.A.C.,PERU
8/20/2025,13187,TK ELEVADORES MEXICO S.A. DE C.V.,MEXICO
8/20/2025,294166,TK ELEVADORES URUGUAY SRL,URUGUAY
8/20/2025,301.34,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
8/20/2025,138.8,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
8/20/2025,59192,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
8/20/2025,474.77,TK ELEVADORES COLOMBIA S.A.,COLOMBIA
8/20/2025,188.15,THYSSENKRUPP ELEVADORES S.A.,SOUTH AMERICA
8/20/2025,647.11,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
8/19/2025,3138.15,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
8/19/2025,202.73,TK ELEVADORES URUGUAY SRL,URUGUAY
8/19/2025,904.34,TK ELEVADORES URUGUAY SRL,URUGUAY
8/19/2025,2394.41,TK ELEVADORES CENTROAMERICA S.A.,CENTROAMERICA
8/19/2025,37.04,TK ELEVADORES CHILE S.A.,CHILE
8/19/2025,56133,TK ELEVADORES PANAMA S.A.,PANAMA S.A
8/19/2025,85.56,TK ELEVADORES PANAMA S.A.,PANAMA S.A
8/19/2025,385,TK ELEVADORES COLOMBIA S.A.,COLOMBIA
8/19/2025,565.64,TK ELEVADORES CENTROAMERICA S.A.,CENTROAMERICA
8/19/2025,1519.2,TK ELEVADORES CENTROAMERICA S.A.,CENTROAMERICA
8/19/2025,205.66,TK ELEVADORES CHILE S.A.,CHILE
8/19/2025,107.86,TK ELEVADORES CHILE S.A.,CHILE
8/19/2025,74.56,TK ELEVADORES MEXICO S.A. DE C.V.,MEXICO
8/19/2025,23195,TK ELEVADORES MEXICO S.A. DE C.V.,MEXICO
8/19/2025,305.83,TK ELEVADORES PERU S.A.C.,PERU
8/19/2025,348.07,TK ELEVADORES PERU S.A.C.,PERU
8/19/2025,53.93,TK ELEVADORES MEXICO S.A. DE C.V.,MEXICO
8/19/2025,415,TK ELEVADORES MEXICO S.A. DE C.V.,MEXICO
8/19/2025,32.33,TK ELEVADORES MEXICO S.A. DE C.V.,MEXICO
8/19/2025,25.13,TK ELEVADORES MEXICO S.A. DE C.V.,MEXICO
8/18/2025,51.93,TK ELEVADORES PERU S.A.C.,PERU
8/18/2025,1023.66,TK ELEVADORES PERU S.A.C.,PERU
8/18/2025,1049.75,TK ELEVADORES PERU S.A.C.,PERU
8/18/2025,2607.67,TK ELEVADORES PERU S.A.C.,PERU
8/15/2025,663.08,TK ELEVADORES COLOMBIA S.A.,COLOMBIA
8/15/2025,493.72,TK ELEVADORES COLOMBIA S.A.,COLOMBIA
8/15/2025,142.79,TK ELEVADORES COLOMBIA S.A.,COLOMBIA
8/15/2025,105,TK ELEVADORES MEXICO S.A. DE C.V.,MEXICO
8/15/2025,105,TK ELEVADORES MEXICO S.A. DE C.V.,MEXICO
8/15/2025,105,TK ELEVADORES MEXICO S.A. DE C.V.,MEXICO
8/15/2025,105,TK ELEVADORES MEXICO S.A. DE C.V.,MEXICO
8/15/2025,149,TK ELEVADORES MEXICO S.A. DE C.V.,MEXICO
8/15/2025,122,TK ELEVADORES MEXICO S.A. DE C.V.,MEXICO
8/15/2025,882.62,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
8/15/2025,353.74,THYSSENKRUPP ELEVADORES S.A.,SOUTH AMERICA
8/15/2025,249.13,TK ELEVADORES COLOMBIA S.A.,COLOMBIA
8/15/2025,99126,TK ELEVADORES COLOMBIA S.A.,COLOMBIA
8/15/2025,38146,TK ELEVADORES COLOMBIA S.A.,COLOMBIA
8/15/2025,199.91,TK ELEVADORES COLOMBIA S.A.,COLOMBIA
8/15/2025,236117,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
8/15/2025,211.16,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
8/15/2025,12.71,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
8/15/2025,136.03,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
8/15/2025,1723.6,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
8/15/2025,1517.52,TK ELEVADORES PERU S.A.C.,PERU
8/15/2025,26.94,TK ELEVADORES MEXICO S.A. DE C.V.,MEXICO
8/15/2025,2528.66,TK ELEVADORES CHILE S.A.,CHILE
8/14/2025,1099.04,"TK Elevadores Portugal,",PORTUGAL
8/14/2025,1963.35,TK ELEVADORES PERU S.A.C.,PERU
8/14/2025,602.09,TK ELEVADORES PERU S.A.C.,PERU
8/14/2025,165,TK ELEVADORES MEXICO S.A. DE C.V.,MEXICO
8/14/2025,507.19,TK ELEVADORES MEXICO S.A. DE C.V.,MEXICO
8/14/2025,341.22,TK ELEVADORES MEXICO S.A. DE C.V.,MEXICO
8/14/2025,104.93,TK ELEVADORES MEXICO S.A. DE C.V.,MEXICO
8/14/2025,16.39,TK ELEVADORES MEXICO S.A. DE C.V.,MEXICO
8/14/2025,107.47,TK ELEVADORES MEXICO S.A. DE C.V.,MEXICO
8/14/2025,791.14,TK ELEVADORES MEXICO S.A. DE C.V.,MEXICO
8/14/2025,26.85,TK ELEVADORES MEXICO S.A. DE C.V.,MEXICO
8/14/2025,251.28,TK ELEVADORES COLOMBIA S.A.,COLOMBIA
8/14/2025,136.75,TK ELEVADORES COLOMBIA S.A.,COLOMBIA
8/14/2025,3532.59,TK ELEVADORES COLOMBIA S.A.,COLOMBIA
8/14/2025,1314.4,TK ELEVADORES CHILE S.A.,CHILE
8/14/2025,363,TK ELEVADORES CHILE S.A.,CHILE
8/14/2025,1152.74,TK ELEVADORES CHILE S.A.,CHILE
8/14/2025,6314.05,TK ELEVADORES CHILE S.A.,CHILE
8/14/2025,151.84,TK ELEVADORES URUGUAY SRL,URUGUAY
8/14/2025,416.17,TK ELEVADORES URUGUAY SRL,URUGUAY
8/14/2025,303.53,TK ELEVADORES MEXICO S.A. DE C.V.,MEXICO
8/14/2025,87.25,THYSSENKRUPP ELEVADORES S.A.,SOUTH AMERICA
8/14/2025,1129.13,THYSSENKRUPP ELEVADORES S.A.,SOUTH AMERICA
8/14/2025,81.15,TK ELEVADORES CHILE S.A.,CHILE
8/14/2025,17139,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
8/13/2025,565.86,THYSSENKRUPP ELEVADORES S.A.,SOUTH AMERICA
8/13/2025,338.54,THYSSENKRUPP ELEVADORES S.A.,SOUTH AMERICA
8/13/2025,1997.97,TK ELEVADORES URUGUAY SRL,URUGUAY
8/13/2025,1515.45,TK ELEVADORES URUGUAY SRL,URUGUAY
8/13/2025,4143,TK ELEVADORES URUGUAY SRL,URUGUAY
8/13/2025,615116,TK ELEVADORES PERU S.A.C.,PERU
8/13/2025,106.42,TK ELEVADORES PERU S.A.C.,PERU
8/13/2025,1309.64,TK ELEVADORES PERU S.A.C.,PERU
8/13/2025,1706.66,TK ELEVADORES PERU S.A.C.,PERU
8/13/2025,1009.15,TK ELEVADORES PERU S.A.C.,PERU
8/13/2025,38.1,TK ELEVADORES PERU S.A.C.,PERU
8/13/2025,2406.78,TK ELEVADORES PERU S.A.C.,PERU
8/13/2025,1974.19,TK ELEVADORES PERU S.A.C.,PERU
8/13/2025,66.15,TK ELEVADORES COLOMBIA S.A.,COLOMBIA
8/13/2025,425.67,TK ELEVADORES COLOMBIA S.A.,COLOMBIA
8/13/2025,1777.9,TK ELEVADORES COLOMBIA S.A.,COLOMBIA
8/13/2025,17.29,TK ELEVADORES COLOMBIA S.A.,COLOMBIA
8/13/2025,9.78,TK ELEVADORES PERU S.A.C.,PERU
8/13/2025,17124,TK ELEVADORES PERU S.A.C.,PERU
8/13/2025,12.11,TK ELEVADORES CHILE S.A.,CHILE
8/13/2025,2452.5,TK ELEVADORES CHILE S.A.,CHILE
8/13/2025,512.36,TK ELEVADORES CHILE S.A.,CHILE
8/13/2025,387.19,TK ELEVADORES CHILE S.A.,CHILE
8/13/2025,203.1,TK ELEVADORES PERU S.A.C.,PERU
8/13/2025,3048.19,TK ELEVADORES PERU S.A.C.,PERU
8/13/2025,937.32,TK ELEVADORES PERU S.A.C.,PERU
8/13/2025,413.78,TK ELEVADORES PERU S.A.C.,PERU
8/13/2025,161.27,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
8/13/2025,142.14,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
8/13/2025,245.15,TK ELEVADORES PERU S.A.C.,PERU
8/13/2025,1249.76,TK ELEVADORES PERU S.A.C.,PERU
8/13/2025,18.16,TK ELEVADORES PERU S.A.C.,PERU
8/13/2025,12.16,TK ELEVADORES CENTROAMERICA S.A.,CENTROAMERICA
8/13/2025,26.37,TK ELEVADORES CENTROAMERICA S.A.,CENTROAMERICA
8/13/2025,25.51,TK ELEVADORES CENTROAMERICA S.A.,CENTROAMERICA
8/13/2025,29.18,TK ELEVADORES CENTROAMERICA S.A.,CENTROAMERICA
8/13/2025,24.21,TK ELEVADORES CENTROAMERICA S.A.,CENTROAMERICA
8/13/2025,1516.31,TK ELEVADORES CENTROAMERICA S.A.,CENTROAMERICA
8/13/2025,3172.82,TK ELEVADORES CENTROAMERICA S.A.,CENTROAMERICA
8/13/2025,6153,TK ELEVADORES CENTROAMERICA S.A.,CENTROAMERICA
8/13/2025,1103.35,TK ELEVADORES CENTROAMERICA S.A.,CENTROAMERICA
8/13/2025,789.29,TK ELEVADORES CENTROAMERICA S.A.,CENTROAMERICA
8/13/2025,375.51,TK ELEVADORES PERU S.A.C.,PERU
8/13/2025,307.9,TK ELEVADORES PERU S.A.C.,PERU
8/13/2025,1479.02,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
8/13/2025,117.6,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
8/13/2025,31.02,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
8/13/2025,21113,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
8/13/2025,3535.47,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
8/13/2025,369.84,TK ELEVADORES CHILE S.A.,CHILE
8/13/2025,1565.5,TK ELEVADORES CHILE S.A.,CHILE
8/13/2025,95.12,TK ELEVADORES CHILE S.A.,CHILE
8/13/2025,79169,TK ELEVADORES CHILE S.A.,CHILE
8/13/2025,10,TK ELEVADORES CHILE S.A.,CHILE
8/13/2025,346.98,TK ELEVADORES CHILE S.A.,CHILE
8/13/2025,205.27,TK ELEVADORES CHILE S.A.,CHILE
8/13/2025,83147,TK ELEVADORES CHILE S.A.,CHILE
8/13/2025,248.61,TK ELEVADORES CHILE S.A.,CHILE
8/13/2025,203.65,TK ELEVADORES CHILE S.A.,CHILE
8/13/2025,248.94,TK ELEVADORES CHILE S.A.,CHILE
8/13/2025,2885.57,TK ELEVADORES CHILE S.A.,CHILE
8/13/2025,2.92,TK ELEVADORES CHILE S.A.,CHILE
8/13/2025,1022.82,TK ELEVADORES CHILE S.A.,CHILE
8/13/2025,81.34,TK ELEVADORES CHILE S.A.,CHILE
8/13/2025,101.55,TK ELEVADORES PERU S.A.C.,PERU
8/13/2025,112137,TK ELEVADORES PERU S.A.C.,PERU
8/13/2025,1026.01,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
8/13/2025,35116,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
8/13/2025,501.11,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
8/13/2025,161.27,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
8/13/2025,142.14,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
8/13/2025,54.48,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
8/13/2025,76.31,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
8/13/2025,1419,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
8/13/2025,367.73,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
8/13/2025,2433.75,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
8/13/2025,1186.85,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
8/13/2025,64.64,TK ELEVADORES MEXICO S.A. DE C.V.,MEXICO
8/13/2025,507.76,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
8/13/2025,54.48,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
8/13/2025,93.23,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
8/13/2025,3148,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
8/13/2025,2511.41,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
8/13/2025,35.35,TK ELEVADORES COLOMBIA S.A.,COLOMBIA
8/13/2025,28123,TK ELEVADORES CENTROAMERICA S.A.,CENTROAMERICA
8/13/2025,126.68,TK ELEVADORES CENTROAMERICA S.A.,CENTROAMERICA
8/13/2025,28.81,TK ELEVADORES CENTROAMERICA S.A.,CENTROAMERICA
8/13/2025,532.57,THYSSENKRUPP ELEVADORES S.A.,SOUTH AMERICA
8/13/2025,109.93,TK ELEVADORES PANAMA S.A.,PANAMA S.A
8/13/2025,217.91,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
8/13/2025,209.27,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
8/13/2025,21113,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
8/13/2025,19.56,TK ELEVADORES COLOMBIA S.A.,COLOMBIA
8/13/2025,15.13,TK ELEVADORES COLOMBIA S.A.,COLOMBIA
8/13/2025,1115.94,TK ELEVADORES CHILE S.A.,CHILE
