data,vendas,loja,regiao
4/25/2025,1298.03,TEKNICA ELEVACIÓN,Argentina
4/25/2025,1298.03,TEKNICA ELEVACIÓN,Argentina
4/25/2025,13307.06,TEKNICA ELEVACIÓN,Argentina
4/25/2025,13307.06,TEKNICA ELEVACIÓN,Argentina
4/25/2025,7373.34,TEKNICA ELEVACIÓN,Argentina
4/25/2025,7373.34,TEKNICA ELEVACIÓN,Argentina
4/25/2025,97.69,TEKNICA ELEVACIÓN,Argentina
4/25/2025,451.59,TK ELEVADORES PERU S.A.C.,PERU
4/25/2025,12.93,TK ELEVADORES PERU S.A.C.,PERU
4/25/2025,12.59,TK ELEVADORES URUGUAY SRL,URUGUAY
4/25/2025,12.59,TK ELEVADORES URUGUAY SRL,URUGUAY
4/25/2025,12.48,TK ELEVADORES URUGUAY SRL,URUGUAY
4/25/2025,12.71,TK ELEVADORES URUGUAY SRL,URUGUAY
4/25/2025,12.71,TK ELEVADORES URUGUAY SRL,URUGUAY
4/25/2025,12.03,TK ELEVADORES URUGUAY SRL,URUGUAY
4/25/2025,23.37,TK ELEVADORES URUGUAY SRL,URUGUAY
4/25/2025,24.05,TK ELEVADORES URUGUAY SRL,URUGUAY
4/25/2025,11.46,TK ELEVADORES URUGUAY SRL,URUGUAY
4/25/2025,3386.28,TK ELEVADORES URUGUAY SRL,URUGUAY
4/25/2025,1343.58,TK ELEVADORES CHILE S.A.,CHILE
4/25/2025,1343.58,TK ELEVADORES CHILE S.A.,CHILE
4/25/2025,125467.36,TK ELEVADORES CHILE S.A.,CHILE
4/25/2025,3303.16,TK ELEVADORES CHILE S.A.,CHILE
4/25/2025,1219.74,TK ELEVADORES CHILE S.A.,CHILE
4/25/2025,638.92,TK ELEVADORES CHILE S.A.,CHILE
4/25/2025,144.33,TK ELEVADORES CHILE S.A.,CHILE
4/25/2025,322179,TK ELEVADORES CHILE S.A.,CHILE
4/25/2025,472.58,TK ELEVADORES CHILE S.A.,CHILE
4/25/2025,368.47,TK ELEVADORES CHILE S.A.,CHILE
4/25/2025,6193.43,TK ELEVADORES CHILE S.A.,CHILE
4/25/2025,1176.39,TK ELEVADORES CHILE S.A.,CHILE
4/25/2025,1554.85,TK ELEVADORES CHILE S.A.,CHILE
4/25/2025,1517.41,TK ELEVADORES CHILE S.A.,CHILE
4/25/2025,11641.46,TK ELEVADORES CHILE S.A.,CHILE
4/25/2025,1373.99,TK ELEVADORES CHILE S.A.,CHILE
4/25/2025,1147.4,TK ELEVADORES CHILE S.A.,CHILE
4/25/2025,2072.53,TK ELEVADORES CHILE S.A.,CHILE
4/25/2025,2072.53,TEKNICA ELEVACIÓN,Argentina
4/25/2025,13307.06,TEKNICA ELEVACIÓN,Argentina
4/25/2025,13307.06,TEKNICA ELEVACIÓN,Argentina
4/25/2025,6451.68,TEKNICA ELEVACIÓN,Argentina
4/25/2025,6451.68,TEKNICA ELEVACIÓN,Argentina
4/25/2025,11797.25,TEKNICA ELEVACIÓN,Argentina
4/25/2025,11797.25,TEKNICA ELEVACIÓN,Argentina
4/25/2025,25881.14,TEKNICA ELEVACIÓN,Argentina
4/25/2025,25881.14,TEKNICA ELEVACIÓN,Argentina
4/25/2025,12241.63,TEKNICA ELEVACIÓN,Argentina
4/25/2025,12241.63,TEKNICA ELEVACIÓN,Argentina
4/25/2025,2482125,TEKNICA ELEVACIÓN,Argentina
4/25/2025,2482125,TEKNICA ELEVACIÓN,Argentina
4/25/2025,187.9,TEKNICA ELEVACIÓN,Argentina
4/25/2025,187.9,TEKNICA ELEVACIÓN,Argentina
4/25/2025,7879.22,TEKNICA ELEVACIÓN,Argentina
4/25/2025,7879.22,TEKNICA ELEVACIÓN,Argentina
4/25/2025,984.3,TEKNICA ELEVACIÓN,Argentina
4/25/2025,318.49,TK ELEVADORES COLOMBIA S.A.,COLOMBIA
4/25/2025,375.57,TK ELEVADORES COLOMBIA S.A.,COLOMBIA
4/25/2025,243.55,TK ELEVADORES CENTROAMERICA S.A,CENTROAMERICA
4/24/2025,36.29,TK ELEVADORES CENTROAMERICA S.A,CENTROAMERICA
4/24/2025,28.55,TK ELEVADORES URUGUAY SRL,URUGUAY
4/24/2025,33.44,TK ELEVADORES URUGUAY SRL,URUGUAY
4/24/2025,36.29,TK ELEVADORES URUGUAY SRL,URUGUAY
4/24/2025,41.18,TK ELEVADORES URUGUAY SRL,URUGUAY
4/24/2025,29.23,TK ELEVADORES URUGUAY SRL,URUGUAY
4/24/2025,37.54,TK ELEVADORES URUGUAY SRL,URUGUAY
4/24/2025,938.42,TK ELEVADORES URUGUAY SRL,URUGUAY
4/24/2025,5705.54,TK ELEVADORES CHILE S.A.,CHILE
4/24/2025,869.49,TK ELEVADORES CHILE S.A.,CHILE
4/24/2025,505.04,TK ELEVADORES COLOMBIA S.A.,COLOMBIA
4/24/2025,551,TK ELEVADORES COLOMBIA S.A.,COLOMBIA
4/24/2025,1994.8,TK ELEVADORES COLOMBIA S.A.,COLOMBIA
4/24/2025,1181,TK ELEVADORES PANAMA S.A.,PANAMA S.A
4/24/2025,326.74,TK ELEVADORES PERU S.A.C.,PERU
4/24/2025,483.66,TK ELEVADORES PERU S.A.C.,PERU
4/24/2025,237.28,TK ELEVADORES PERU S.A.C.,PERU
4/24/2025,204.52,TK ELEVADORES PERU S.A.C.,PERU
4/24/2025,219.31,TK ELEVADORES MEXICO S.A. DE C.V.,MEXICO
4/24/2025,192.8,TK ELEVADORES MEXICO S.A. DE C.V.,MEXICO
4/24/2025,233.07,TK ELEVADORES MEXICO S.A. DE C.V.,MEXICO
4/24/2025,5073.62,TK ELEVADORES MEXICO S.A. DE C.V.,MEXICO
4/24/2025,415.64,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
4/24/2025,108,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
4/24/2025,57.61,TK ELEVADORES COLOMBIA S.A.,COLOMBIA
4/24/2025,993.48,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
4/23/2025,1227.99,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
4/23/2025,386.33,TK ELEVADORES CHILE S.A.,CHILE
4/23/2025,191.44,TK ELEVADORES CHILE S.A.,CHILE
4/23/2025,195.47,TK ELEVADORES CHILE S.A.,CHILE
4/23/2025,172.13,TK ELEVADORES CHILE S.A.,CHILE
4/23/2025,137.52,TK ELEVADORES CHILE S.A.,CHILE
4/22/2025,4908.62,TK ELEVADORES CHILE S.A.,CHILE
4/22/2025,649.94,TK ELEVADORES CHILE S.A.,CHILE
4/22/2025,2716116,TK ELEVADORES CHILE S.A.,CHILE
4/22/2025,188.89,TK ELEVADORES CHILE S.A.,CHILE
4/22/2025,1098.98,TK ELEVADORES CHILE S.A.,CHILE
4/22/2025,1418.86,TK ELEVADORES CHILE S.A.,CHILE
4/22/2025,199.2,TK ELEVADORES CENTROAMERICA S.A.,CENTROAMERICA
4/22/2025,241.82,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
4/22/2025,697.37,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
4/22/2025,143.1,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
4/22/2025,147.85,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
4/22/2025,147.85,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
4/22/2025,3133.05,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
4/22/2025,4015.56,TK ELEVADORES CHILE S.A.,CHILE
4/22/2025,142.64,TK ELEVADORES CHILE S.A.,CHILE
4/22/2025,231.75,TK ELEVADORES CHILE S.A.,CHILE
4/22/2025,611.47,TK ELEVADORES CHILE S.A.,CHILE
4/22/2025,361.33,TK ELEVADORES CHILE S.A.,CHILE
4/22/2025,14578.82,TK ELEVADORES CHILE S.A.,CHILE
4/22/2025,136.6,TK ELEVADORES CHILE S.A.,CHILE
4/22/2025,93.45,TK ELEVADORES CHILE S.A.,CHILE
4/22/2025,389.96,TK ELEVADORES CHILE S.A.,CHILE
4/22/2025,714.58,TK ELEVADORES CHILE S.A.,CHILE
4/22/2025,214.66,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
4/22/2025,986.15,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
4/22/2025,235.09,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
4/22/2025,1627.19,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
4/22/2025,21.66,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
4/22/2025,2.4,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
4/22/2025,16.51,TK ELEVADORES PERU S.A.C.,PERU
4/22/2025,4744.37,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
4/22/2025,51.53,TK ELEVADORES COLOMBIA S.A.,COLOMBIA
4/22/2025,1773.8,TK ELEVADORES CHILE S.A.,CHILE
4/22/2025,36.3,TK ELEVADORES CHILE S.A.,CHILE
4/22/2025,178113,TK ELEVADORES PERU S.A.C.,PERU
4/22/2025,465.2,TK ELEVADORES PERU S.A.C.,PERU
4/22/2025,66148,TK ELEVADORES PERU S.A.C.,PERU
4/22/2025,1802.38,TK ELEVADORES PERU S.A.C.,PERU
4/22/2025,502.15,TK ELEVADORES PERU S.A.C.,PERU
4/22/2025,1,TK ELEVADORES PERU S.A.C.,PERU
4/22/2025,1.58,TK ELEVADORES PERU S.A.C.,PERU
4/22/2025,1,TK ELEVADORES PERU S.A.C.,PERU
4/22/2025,2879.52,TK ELEVADORES PERU S.A.C.,PERU
4/22/2025,1944.14,TK ELEVADORES PERU S.A.C.,PERU
4/22/2025,76792.55,TK ELEVADORES PERU S.A.C.,PERU
4/22/2025,76792.55,TK ELEVADORES PERU S.A.C.,PERU
4/22/2025,13.7,TK ELEVADORES PERU S.A.C.,PERU
4/22/2025,15.52,TK ELEVADORES PERU S.A.C.,PERU
4/17/2025,718,TK ELEVADORES PERU S.A.C.,PERU
4/17/2025,4146,TK ELEVADORES PANAMA S.A.,PANAMA S.A
4/17/2025,1068.55,TK ELEVADORES PANAMA S.A.,PANAMA S.A
4/17/2025,156184,TK ELEVADORES PERU S.A.C.,PERU
4/17/2025,228.97,TK ELEVADORES PERU S.A.C.,PERU
4/17/2025,115.72,TK ELEVADORES PERU S.A.C.,PERU
4/17/2025,204.16,TK ELEVADORES CENTROAMERICA S.A,CENTROAMERICA
4/17/2025,575.79,TK ELEVADORES CENTROAMERICA S.A,CENTROAMERICA
4/17/2025,475.88,TK ELEVADORES CENTROAMERICA S.A,CENTROAMERICA
4/17/2025,87.14,TK ELEVADORES CENTROAMERICA S.A,CENTROAMERICA
4/17/2025,188.34,TK ELEVADORES CENTROAMERICA S.A.,CENTROAMERICA
4/17/2025,158.24,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
4/17/2025,671.75,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
4/16/2025,15174,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
4/16/2025,783.54,TK ELEVADORES PERU S.A.C.,PERU
4/16/2025,448.71,TK ELEVADORES COLOMBIA S.A.,COLOMBIA
4/16/2025,662.85,TK ELEVADORES PANAMA S.A.,PANAMA S.A
4/16/2025,62433.09,TK ELEVADORES PANAMA S.A.,PANAMA S.A
4/16/2025,92.51,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
4/16/2025,44.61,TK ELEVADORES PERU S.A.C.,PERU
4/16/2025,862.2,TK ELEVADORES PERU S.A.C.,PERU
4/16/2025,16.55,TK ELEVADORES PERU S.A.C.,PERU
4/16/2025,7132,TK ELEVADORES PERU S.A.C.,PERU
4/16/2025,6.81,TK ELEVADORES PERU S.A.C.,PERU
4/16/2025,565.41,TK ELEVADORES PERU S.A.C.,PERU
4/16/2025,439.67,TK ELEVADORES PERU S.A.C.,PERU
4/16/2025,299.55,TK ELEVADORES PERU S.A.C.,PERU
4/16/2025,83.3,TK ELEVADORES PERU S.A.C.,PERU
4/16/2025,2939.75,TK ELEVADORES PERU S.A.C.,PERU
4/16/2025,117.75,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
4/16/2025,3596.26,TK ELEVADORES URUGUAY SRL,URUGUAY
4/16/2025,448.71,TK ELEVADORES MEXICO S.A. DE C.V.,MEXICO
4/16/2025,903.47,TK ELEVADORES MEXICO S.A. DE C.V.,MEXICO
4/16/2025,1485.37,TK ELEVADORES MEXICO S.A. DE C.V.,MEXICO
4/16/2025,1189.75,"TK Elevadores Portugal,",PORTUGAL
4/16/2025,285.17,TK ELEVADORES CENTROAMERICA S.A,CENTROAMERICA
4/15/2025,7.01,TK ELEVADORES CENTROAMERICA S.A,CENTROAMERICA
4/15/2025,1674.58,TK ELEVADORES CENTROAMERICA S.A,CENTROAMERICA
4/15/2025,508.48,TK ELEVADORES CENTROAMERICA S.A,CENTROAMERICA
4/14/2025,2553.15,TK ELEVADORES PERU S.A.C.,PERU
4/14/2025,143.54,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
4/14/2025,16.03,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
4/14/2025,42.29,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
4/14/2025,3144.75,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
4/14/2025,181.71,TK ELEVADORES CHILE S.A.,CHILE
4/14/2025,407.83,TK ELEVADORES CHILE S.A.,CHILE
4/14/2025,4219.12,TK ELEVADORES MEXICO S.A. DE C.V.,MEXICO
4/14/2025,2169.05,TK ELEVADORES MEXICO S.A. DE C.V.,MEXICO
4/14/2025,77.64,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
4/14/2025,988.21,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
4/14/2025,181.36,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
4/14/2025,2661.98,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
4/14/2025,35198,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
4/14/2025,15123,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
4/14/2025,25.84,TK ELEVADORES PANAMA S.A.,PANAMA S.A
4/14/2025,1423.17,TK ELEVADORES PANAMA S.A.,PANAMA S.A
4/14/2025,1,TK ELEVADORES CENTROAMERICA S.A.,CENTROAMERICA
4/14/2025,1,TK ELEVADORES PERU S.A.C.,PERU
4/14/2025,1,TK ELEVADORES PERU S.A.C.,PERU
4/14/2025,301.64,TK ELEVADORES PERU S.A.C.,PERU
4/14/2025,28484.54,TK ELEVADORES PERU S.A.C.,PERU
4/14/2025,9.81,TK ELEVADORES PERU S.A.C.,PERU
4/14/2025,1,TK ELEVADORES PERU S.A.C.,PERU
4/14/2025,1,TK ELEVADORES PERU S.A.C.,PERU
4/14/2025,1175,TK ELEVADORES PERU S.A.C.,PERU
4/14/2025,22195,TK ELEVADORES PERU S.A.C.,PERU
4/14/2025,402.01,TK ELEVADORES PERU S.A.C.,PERU
4/14/2025,1898.3,TK ELEVADORES PERU S.A.C.,PERU
4/14/2025,199.8,TK ELEVADORES CENTROAMERICA S.A.,CENTROAMERICA
4/14/2025,1163.64,TK ELEVADORES CENTROAMERICA S.A.,CENTROAMERICA
4/14/2025,407.83,TK ELEVADORES CENTROAMERICA S.A.,CENTROAMERICA
4/14/2025,4141,TK ELEVADORES CENTROAMERICA S.A.,CENTROAMERICA
4/14/2025,26.49,TK ELEVADORES CENTROAMERICA S.A.,CENTROAMERICA
4/14/2025,24.9,TK ELEVADORES CENTROAMERICA S.A.,CENTROAMERICA
4/14/2025,7888.28,TK ELEVADORES CENTROAMERICA S.A.,CENTROAMERICA
4/14/2025,30147,THYSSENKRUPP ELEVADORES S.A.,SOUTH AMERICA
4/14/2025,267.52,THYSSENKRUPP ELEVADORES S.A.,SOUTH AMERICA
4/14/2025,271.34,TK ELEVADORES COLOMBIA S.A.,COLOMBIA
4/14/2025,32.6,TK ELEVADORES COLOMBIA S.A.,COLOMBIA
4/14/2025,32144,TK ELEVADORES COLOMBIA S.A.,COLOMBIA
4/14/2025,27.02,TK ELEVADORES COLOMBIA S.A.,COLOMBIA
4/14/2025,256.77,TK ELEVADORES COLOMBIA S.A.,COLOMBIA
4/14/2025,2109.56,TK ELEVADORES COLOMBIA S.A.,COLOMBIA
4/14/2025,58.91,TK ELEVADORES CENTROAMERICA S.A.,CENTROAMERICA
4/14/2025,12.45,TK ELEVADORES CENTROAMERICA S.A.,CENTROAMERICA
4/14/2025,404.54,TK ELEVADORES CENTROAMERICA S.A.,CENTROAMERICA
4/14/2025,275.8,TK ELEVADORES CHILE S.A.,CHILE
4/14/2025,389.21,TK ELEVADORES CHILE S.A.,CHILE
4/14/2025,455.22,TK ELEVADORES CHILE S.A.,CHILE
4/14/2025,1,TK ELEVADORES PERU S.A.C.,PERU
4/14/2025,1.59,TK ELEVADORES PERU S.A.C.,PERU
4/14/2025,52.8,TK ELEVADORES PERU S.A.C.,PERU
4/14/2025,282.85,THYSSENKRUPP ELEVADORES S.A.,SOUTH AMERICA
4/14/2025,207.56,THYSSENKRUPP ELEVADORES S.A.,SOUTH AMERICA
4/14/2025,779.54,THYSSENKRUPP ELEVADORES S.A.,SOUTH AMERICA
4/14/2025,31.36,THYSSENKRUPP ELEVADORES S.A.,SOUTH AMERICA
4/14/2025,8187,THYSSENKRUPP ELEVADORES S.A.,SOUTH AMERICA
4/11/2025,65.79,THYSSENKRUPP ELEVADORES S.A.,SOUTH AMERICA
4/11/2025,112.43,TK ELEVADORES CENTROAMERICA S.A.,CENTROAMERICA
4/11/2025,126.26,TK ELEVADORES CENTROAMERICA S.A.,CENTROAMERICA
4/11/2025,943.2,TK ELEVADORES CENTROAMERICA S.A.,CENTROAMERICA
4/11/2025,51.31,TK ELEVADORES CENTROAMERICA S.A.,CENTROAMERICA
4/11/2025,12.53,TK ELEVADORES CENTROAMERICA S.A.,CENTROAMERICA
4/11/2025,1198.02,TK ELEVADORES CENTROAMERICA S.A.,CENTROAMERICA
4/11/2025,12.65,TK ELEVADORES CENTROAMERICA S.A.,CENTROAMERICA
4/11/2025,55.98,TK ELEVADORES CENTROAMERICA S.A.,CENTROAMERICA
4/11/2025,1797.03,TK ELEVADORES MEXICO S.A. DE C.V.,MEXICO
4/11/2025,247.55,TK ELEVADORES MEXICO S.A. DE C.V.,MEXICO
4/11/2025,22165.88,TK ELEVADORES MEXICO S.A. DE C.V.,MEXICO
4/11/2025,574.54,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
4/11/2025,663.5,TK ELEVADORES CENTROAMERICA S.A,CENTROAMERICA
4/11/2025,677.74,TK ELEVADORES CENTROAMERICA S.A,CENTROAMERICA
4/11/2025,78.02,TK ELEVADORES COLOMBIA S.A.,COLOMBIA
4/11/2025,47.52,TK ELEVADORES COLOMBIA S.A.,COLOMBIA
4/11/2025,247.55,TK ELEVADORES COLOMBIA S.A.,COLOMBIA
4/11/2025,41.32,TK ELEVADORES PANAMA S.A.,PANAMA S.A
4/11/2025,407.5,TK ELEVADORES PANAMA S.A.,PANAMA S.A
4/11/2025,8157,TK ELEVADORES CHILE S.A.,CHILE
4/11/2025,721.72,TK ELEVADORES CHILE S.A.,CHILE
4/11/2025,1581.05,TK ELEVADORES CHILE S.A.,CHILE
4/11/2025,588.78,TK ELEVADORES PERU S.A.C.,PERU
4/11/2025,602.38,TK ELEVADORES MEXICO S.A. DE C.V.,MEXICO
4/11/2025,708.13,TK ELEVADORES MEXICO S.A. DE C.V.,MEXICO
4/11/2025,2729.24,TK ELEVADORES CHILE S.A.,CHILE
4/11/2025,107.76,TK ELEVADORES CHILE S.A.,CHILE
4/11/2025,40158,TK ELEVADORES CHILE S.A.,CHILE
4/11/2025,318.89,TK ELEVADORES CHILE S.A.,CHILE
4/11/2025,599.01,TK ELEVADORES CHILE S.A.,CHILE
4/11/2025,3499.55,TK ELEVADORES PERU S.A.C.,PERU
4/11/2025,677.74,TK ELEVADORES PERU S.A.C.,PERU
4/11/2025,7181,TK ELEVADORES PERU S.A.C.,PERU
4/11/2025,82191,TK ELEVADORES PERU S.A.C.,PERU
4/11/2025,2219.42,TK ELEVADORES PERU S.A.C.,PERU
4/11/2025,214.8,TK ELEVADORES PERU S.A.C.,PERU
4/11/2025,4655.9,TK ELEVADORES PERU S.A.C.,PERU
4/11/2025,25103,TK ELEVADORES PERU S.A.C.,PERU
4/11/2025,167.75,TK ELEVADORES PERU S.A.C.,PERU
4/10/2025,107.68,TK ELEVADORES PERU S.A.C.,PERU
4/10/2025,1106.54,TK ELEVADORES PERU S.A.C.,PERU
4/10/2025,3312.77,TK ELEVADORES PERU S.A.C.,PERU
4/10/2025,3717.2,TK ELEVADORES PERU S.A.C.,PERU
4/10/2025,177.25,TK ELEVADORES PERU S.A.C.,PERU
4/10/2025,175.62,TK ELEVADORES COLOMBIA S.A.,COLOMBIA
4/10/2025,1162.05,TK ELEVADORES PANAMA S.A.,PANAMA S.A
4/9/2025,5289.15,TK Elevator Manufacturing Spain S.L,TK Elevator Manufacturing Spain S.L
4/9/2025,135.4,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
4/9/2025,856.83,TK ELEVADORES PERU S.A.C.,PERU
4/9/2025,99.97,TK ELEVADORES PERU S.A.C.,PERU
4/9/2025,3744.55,TK ELEVADORES PERU S.A.C.,PERU
4/9/2025,2572.04,TK ELEVADORES PERU S.A.C.,PERU
4/9/2025,12.7,TK ELEVADORES PERU S.A.C.,PERU
4/9/2025,77853.56,TK ELEVADORES PERU S.A.C.,PERU
4/8/2025,273.07,TK ELEVADORES PERU S.A.C.,PERU
4/8/2025,2857.69,TK ELEVADORES PERU S.A.C.,PERU
4/8/2025,245.88,TK ELEVADORES PERU S.A.C.,PERU
4/8/2025,39.65,TK ELEVADORES URUGUAY SRL,URUGUAY
4/8/2025,1371.5,TK ELEVADORES URUGUAY SRL,URUGUAY
4/8/2025,119.08,TK ELEVADORES URUGUAY SRL,URUGUAY
4/8/2025,36162,TK ELEVADORES PERU S.A.C.,PERU
4/8/2025,103152,TK ELEVADORES PERU S.A.C.,PERU
4/8/2025,578.07,TK ELEVADORES PERU S.A.C.,PERU
4/8/2025,95.75,TK ELEVADORES PERU S.A.C.,PERU
4/8/2025,698.1,TK ELEVADORES PERU S.A.C.,PERU
4/8/2025,686.4,TK ELEVADORES PERU S.A.C.,PERU
4/8/2025,12.88,TK ELEVADORES PERU S.A.C.,PERU
4/8/2025,191.74,TK ELEVADORES CENTROAMERICA S.A,CENTROAMERICA
4/8/2025,463.08,TK ELEVADORES CENTROAMERICA S.A,CENTROAMERICA
4/8/2025,14.01,TK ELEVADORES CENTROAMERICA S.A,CENTROAMERICA
4/8/2025,2833.23,THYSSENKRUPP ELEVADORES S.A.,SOUTH AMERICA
4/8/2025,21126,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
4/8/2025,998.83,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
4/8/2025,95174,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
4/8/2025,603.24,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
4/8/2025,11.16,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
4/8/2025,77.17,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
4/8/2025,77.53,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
4/8/2025,106.73,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
4/8/2025,747.9,TK ELEVADORES CENTROAMERICA S.A.,CENTROAMERICA
4/8/2025,6161,THYSSENKRUPP ELEVADORES S.A.,SOUTH AMERICA
4/8/2025,195.54,TK ELEVADORES CHILE S.A.,CHILE
4/8/2025,72.3,TK ELEVADORES CHILE S.A.,CHILE
4/8/2025,15.49,TK ELEVADORES CHILE S.A.,CHILE
4/8/2025,118.68,TK ELEVADORES CHILE S.A.,CHILE
4/8/2025,693.38,TK ELEVADORES URUGUAY SRL,URUGUAY
4/4/2025,49.22,TK ELEVADORES URUGUAY SRL,URUGUAY
4/4/2025,2993.82,TK ELEVADORES CENTROAMERICA S.A.,CENTROAMERICA
4/4/2025,136.12,TK ELEVADORES CENTROAMERICA S.A.,CENTROAMERICA
4/4/2025,148.23,TK ELEVADORES PERU S.A.C.,PERU
4/4/2025,78.26,TK ELEVADORES PERU S.A.C.,PERU
4/4/2025,306.27,TK ELEVADORES PERU S.A.C.,PERU
4/4/2025,196.44,TK ELEVADORES PERU S.A.C.,PERU
4/4/2025,203.62,TK ELEVADORES PERU S.A.C.,PERU
4/4/2025,521.71,TK ELEVADORES PERU S.A.C.,PERU
4/4/2025,13132.8,TK ELEVADORES PERU S.A.C.,PERU
4/4/2025,145166,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
4/4/2025,299.93,THYSSENKRUPP ELEVADORES S.R.L,S.R.L
4/4/2025,173.23,TK ELEVADORES MEXICO S.A. DE C.V.,MEXICO
4/4/2025,6168.61,TK ELEVADORES MEXICO S.A. DE C.V.,MEXICO
4/4/2025,628.9,TK ELEVADORES CENTROAMERICA S.A.,CENTROAMERICA
4/4/2025,599.08,TK ELEVADORES CENTROAMERICA S.A.,CENTROAMERICA
4/4/2025,12.78,TK ELEVADORES CENTROAMERICA S.A.,CENTROAMERICA
4/4/2025,108.99,TK ELEVADORES CENTROAMERICA S.A.,CENTROAMERICA
4/4/2025,4002.59,REGIONAL ELEVATOR SAINT LUCIA,SAINT LUCIA
4/4/2025,2385.01,REGIONAL ELEVATOR SAINT LUCIA,SAINT LUCIA
4/4/2025,3169.75,REGIONAL ELEVATOR SAINT LUCIA,SAINT LUCIA
4/4/2025,2272.53,THYSSENKRUPP ELEVADORES S.A.,SOUTH AMERICA
4/4/2025,195.82,THYSSENKRUPP ELEVADORES S.A.,SOUTH AMERICA
4/4/2025,52.81,TK ELEVADORES CENTROAMERICA S.A.,CENTROAMERICA
4/4/2025,594.82,TK ELEVADORES CENTROAMERICA S.A.,CENTROAMERICA
4/4/2025,5343.27,TK ELEVADORES MEXICO S.A. DE C.V.,MEXICO
4/4/2025,16764.44,TK ELEVADORES MEXICO S.A. DE C.V.,MEXICO
4/4/2025,49.22,TK ELEVADORES COLOMBIA S.A.,COLOMBIA
4/4/2025,2993.82,TK ELEVADORES CENTROAMERICA S.A.,CENTROAMERICA
4/4/2025,49.22,TK ELEVADORES CENTROAMERICA S.A.,CENTROAMERICA
4/4/2025,516.16,TK ELEVADORES CENTROAMERICA S.A.,CENTROAMERICA
4/4/2025,2484.11,TK ELEVADORES CENTROAMERICA S.A.,CENTROAMERICA
4/4/2025,5343.27,TK ELEVADORES CENTROAMERICA S.A.,CENTROAMERICA
4/4/2025,12504.63,TK ELEVADORES CENTROAMERICA S.A.,CENTROAMERICA
4/3/2025,3819,TK ELEVADORES PERU S.A.C.,PERU
4/3/2025,879.72,TK ELEVADORES CHILE S.A.,CHILE
4/3/2025,926.34,TK ELEVADORES URUGUAY SRL,URUGUAY
4/3/2025,114.12,TK ELEVADORES URUGUAY SRL,URUGUAY
4/3/2025,96.87,TK ELEVADORES URUGUAY SRL,URUGUAY
4/3/2025,105.64,TK ELEVADORES URUGUAY SRL,URUGUAY
4/3/2025,187.43,TK ELEVADORES URUGUAY SRL,URUGUAY
4/3/2025,138.2,TK ELEVADORES MEXICO S.A. DE C.V.,MEXICO
4/3/2025,1094.36,TK ELEVADORES COLOMBIA S.A.,COLOMBIA
4/3/2025,2712.43,TK ELEVADORES COLOMBIA S.A.,COLOMBIA
4/3/2025,2712.43,TK ELEVADORES CENTROAMERICA S.A,CENTROAMERICA
4/3/2025,4187,TK ELEVADORES CENTROAMERICA S.A,CENTROAMERICA
4/2/2025,2732.94,TK ELEVADORES PERU S.A.C.,PERU
4/2/2025,309.43,Hayes Elevator TCI Ltd,Hayes Elevator TCI Ltd
